iter	Passed	Remaining
955	5582	256
956	5585	250
957	5589	245
958	5593	239
959	5597	233
960	5600	227
961	5603	221
962	5607	215
963	5610	209
964	5614	203
965	5617	197
966	5621	191
967	5625	185
968	5628	180
969	5631	174
970	5635	168
971	5639	162
972	5642	156
973	5645	150
974	5649	144
975	5652	138
976	5655	133
977	5659	127
978	5662	121
979	5666	115
980	5669	109
981	5673	103
982	5676	98
983	5679	92
984	5683	86
985	5686	80
986	5689	74
987	5693	69
988	5696	63
989	5700	57
990	5703	51
991	5707	46
992	5710	40
993	5713	34
994	5717	28
995	5720	22
996	5723	17
997	5726	11
998	5729	5
999	5732	0
